source_name,source_ID,destination_name,destination_ID,lantency,path,sub_path,tunnelId
shijiangzhuang_man1,5,tianjin_edge4,20,9.99,shijiangzhuang_man1-shijiangzhuang_core-tianjin_core1-tianjin_man2-tianjin_edge4,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-tianjin_core1],[tianjin_core1-tianjin_man2],[tianjin_man2-tianjin_edge4]",shijiangzhuang_man1~tianjin_edge4
shijiangzhuang_man1,5,shijiangzhuang_cloud,24,1.1,shijiangzhuang_man1-shijiangzhuang_core-shijiangzhuang_cloud,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_cloud]",shijiangzhuang_man1~shijiangzhuang_cloud
shijiangzhuang_man1,5,baoding_cloud,36,5.61,shijiangzhuang_man1-shijiangzhuang_core-baoding_man2-baoding_cloud,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-baoding_man2],[baoding_man2-baoding_cloud]",shijiangzhuang_man1~baoding_cloud
shijiangzhuang_man1,5,zhangjiako_cloud,39,11.3,shijiangzhuang_man1-shijiangzhuang_core-zhangjiako_man1-zhangjiako_cloud,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-zhangjiako_man1],[zhangjiako_man1-zhangjiako_cloud]",shijiangzhuang_man1~zhangjiako_cloud
shijiangzhuang_man1,5,shijiangzhuang_edge1,48,0.1,shijiangzhuang_man1-shijiangzhuang_edge1,[shijiangzhuang_man1-shijiangzhuang_edge1],shijiangzhuang_man1~shijiangzhuang_edge1
shijiangzhuang_man1,5,shijiangzhuang_edge2,49,1.1,shijiangzhuang_man1-shijiangzhuang_edge2,[shijiangzhuang_man1-shijiangzhuang_edge2],shijiangzhuang_man1~shijiangzhuang_edge2
shijiangzhuang_man1,5,tangshan_edge1,50,11.03,shijiangzhuang_man1-tangshan_core-tangshan_man1-tangshan_edge1,"[shijiangzhuang_man1-tangshan_core],[tangshan_core-tangshan_man1],[tangshan_man1-tangshan_edge1]",shijiangzhuang_man1~tangshan_edge1
shijiangzhuang_man1,5,tangshan_edge2,51,11.03,shijiangzhuang_man1-tangshan_core-tangshan_man2-tangshan_edge2,"[shijiangzhuang_man1-tangshan_core],[tangshan_core-tangshan_man2],[tangshan_man2-tangshan_edge2]",shijiangzhuang_man1~tangshan_edge2
shijiangzhuang_man1,5,qhd_edge1,52,13.53,shijiangzhuang_man1-tangshan_core-qhd_man1-qhd_edge1,"[shijiangzhuang_man1-tangshan_core],[tangshan_core-qhd_man1],[qhd_man1-qhd_edge1]",shijiangzhuang_man1~qhd_edge1
shijiangzhuang_man1,5,qhd_edge2,53,14.09,shijiangzhuang_man1-tangshan_core-qhd_man2-qhd_edge2,"[shijiangzhuang_man1-tangshan_core],[tangshan_core-qhd_man2],[qhd_man2-qhd_edge2]",shijiangzhuang_man1~qhd_edge2
shijiangzhuang_man1,5,handan_edge1,54,5.2,shijiangzhuang_man1-shijiangzhuang_core-handan_man1-handan_edge1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-handan_man1],[handan_man1-handan_edge1]",shijiangzhuang_man1~handan_edge1
shijiangzhuang_man1,5,handan_edge2,55,5.2,shijiangzhuang_man1-shijiangzhuang_core-handan_man2-handan_edge2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-handan_man2],[handan_man2-handan_edge2]",shijiangzhuang_man1~handan_edge2
shijiangzhuang_man1,5,xingtai_edge1,56,4.1,shijiangzhuang_man1-shijiangzhuang_core-xingtai_man1-xingtai_edge1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-xingtai_man1],[xingtai_man1-xingtai_edge1]",shijiangzhuang_man1~xingtai_edge1
shijiangzhuang_man1,5,xingtai_edge2,57,4.1,shijiangzhuang_man1-shijiangzhuang_core-xingtai_man2-xingtai_edge2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-xingtai_man2],[xingtai_man2-xingtai_edge2]",shijiangzhuang_man1~xingtai_edge2
shijiangzhuang_man1,5,baoding_edge1,58,4.61,shijiangzhuang_man1-shijiangzhuang_core-baoding_man1-baoding_edge1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-baoding_man1],[baoding_man1-baoding_edge1]",shijiangzhuang_man1~baoding_edge1
shijiangzhuang_man1,5,baoding_edge2,59,4.61,shijiangzhuang_man1-shijiangzhuang_core-baoding_man2-baoding_edge2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-baoding_man2],[baoding_man2-baoding_edge2]",shijiangzhuang_man1~baoding_edge2
shijiangzhuang_man1,5,zhangjiako_edge1,60,10.3,shijiangzhuang_man1-shijiangzhuang_core-zhangjiako_man1-zhangjiako_edge1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-zhangjiako_man1],[zhangjiako_man1-zhangjiako_edge1]",shijiangzhuang_man1~zhangjiako_edge1
shijiangzhuang_man1,5,zhangjiako_edge2,61,10.3,shijiangzhuang_man1-shijiangzhuang_core-zhangjiako_man2-zhangjiako_edge2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-zhangjiako_man2],[zhangjiako_man2-zhangjiako_edge2]",shijiangzhuang_man1~zhangjiako_edge2
shijiangzhuang_man1,5,chengde_edge1,62,12.58,shijiangzhuang_man1-shijiangzhuang_core-beijing_core2-chengde_man1-chengde_edge1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-beijing_core2],[beijing_core2-chengde_man1],[chengde_man1-chengde_edge1]",shijiangzhuang_man1~chengde_edge1
shijiangzhuang_man1,5,chengde_edge2,63,12.58,shijiangzhuang_man1-shijiangzhuang_core-beijing_core2-chengde_man2-chengde_edge2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-beijing_core2],[beijing_core2-chengde_man2],[chengde_man2-chengde_edge2]",shijiangzhuang_man1~chengde_edge2
shijiangzhuang_man1,5,cangzhou_edge1,64,6.67,shijiangzhuang_man1-shijiangzhuang_core-cangzhou_man1-cangzhou_edge1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-cangzhou_man1],[cangzhou_man1-cangzhou_edge1]",shijiangzhuang_man1~cangzhou_edge1
